encodedTitle,title,url
nokian-renkaat-oyj,Nokian Renkaat Oyj,IID000000002148927
heineken-nv,Heineken N.V.,IID000000002134975
heineken-holding-nv,Heineken Holding N.V.,IID000000002169150
heineken-nv,Heineken N.V.,IID000000002134975
heineken-holding-nv,Heineken Holding N.V.,IID000000002169150
adidas-ag,ADIDAS AG,IID000000002140458
safran-sa,SAFRAN S.A.,IID000000002129078
sodexo-sa,SODEXO SA,IID000000002184192
astrazeneca-plc,ASTRAZENECA PLC,IID000000002158166
l-air-liquide-societe-anonyme-pour-l-etude-et-l-exploitation-des-procedes-georges-claude-sa,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE SA,IID000000002124820
mckesson-corporation,MCKESSON CORPORATION,IID000000002148699
telecom-italia-spa,TELECOM ITALIA SPA,IID000000002145132
globe-telecom-inc,"Globe Telecom, Inc.",IID000000002167933
cellnex-telecom-sa,Cellnex Telecom S.A.,IID000000002708013
tpg-telecom-limited,TPG TELECOM LIMITED,IID000000002182273
china-telecom-corporation-limited,CHINA TELECOM CORPORATION LIMITED,IID000000002161892
telecom-argentina-sociedad-anonima,TELECOM ARGENTINA SOCIEDAD ANONIMA,IID000000002186422
sk-telecom-co-ltd,"SK TELECOM CO.,LTD",IID000000002146912
saudi-telecom-company-sjsc,Saudi Telecom Company SJSC,IID000000002153141
chunghwa-telecom-co-ltd,"Chunghwa Telecom Co., Ltd.",IID000000002162015
emirates-telecommunications-group-company-pjsc,Emirates Telecommunications Group Company PJSC,IID000000002148408
altice-usa-inc,"ALTICE USA, INC.",IID000000002811351
altice-europe-nv,Altice Europe N.V.,IID000000002740659
telefonaktiebolaget-lm-ericsson,Telefonaktiebolaget LM Ericsson,IID000000002186438
h-m-hennes-mauritz-ab,H & M Hennes & Mauritz AB,IID000000002135027
h-r-real-estate-investment-trust,H&R Real Estate Investment Trust,IID000000002200905
hankyu-hanshin-holdings-inc,"Hankyu Hanshin Holdings,Inc.",IID000000002141175
lg-household-health-care-ltd,LG HOUSEHOLD & HEALTH CARE LTD,IID000000002152218
hydro-one-limited,HYDRO ONE LIMITED,IID000000002745802
hanesbrands-inc,HANESBRANDS INC.,IID000000002168900
halliburton-company,HALLIBURTON COMPANY,IID000000002142486
h-lundbeck-a/s,H. LUNDBECK A/S,IID000000002168620
halma-public-limited-company,HALMA PUBLIC LIMITED COMPANY,IID000000002168855
harley-davidson-inc,"HARLEY-DAVIDSON, INC.",IID000000002168985
waste-management-inc,"WASTE MANAGEMENT, INC.",IID000000002132027
wm-morrison-supermarkets-p-l-c,WM MORRISON SUPERMARKETS P L C,IID000000002144164
the-williams-companies-inc,"THE WILLIAMS COMPANIES, INC.",IID000000002189593
walmart-inc,WALMART INC.,IID000000002140178
endesa-sociedad-anonima,"Endesa, Sociedad Anonima",IID000000002165333
henkel-ag-co-kgaa,Henkel AG & Co. KGaA,IID000000002169220
x5-retail-group-nv,X5 RETAIL GROUP NV,IID000000002203350
valeo-sa,VALEO S.A.,IID000000002129096
tui-ag,TUI AG,IID000000002185975
heidelbergcement-ag,HeidelbergCement AG,IID000000002148935
bae-systems-plc,BAE SYSTEMS PLC,IID000000002140381
julius-baer-gruppe-ag,Julius Baer Gruppe AG,IID000000002453637
koninklijke-philips-nv,Koninklijke Philips N.V.,IID000000002144603
koninklijke-vopak-nv,Koninklijke Vopak N.V.,IID000000002172940
koninklijke-kpn-nv,Koninklijke KPN N.V.,IID000000002172937
koninklijke-dsm-nv,Koninklijke DSM N.V.,IID000000002144233
koninklijke-ahold-delhaize-nv,Koninklijke Ahold Delhaize N.V.,IID000000002172935
dcc-public-limited-company,DCC PUBLIC LIMITED COMPANY,IID000000002134176
faurecia-se,FAURECIA SE,IID000000002134430
suez-sa,SUEZ S.A.,IID000000002347760
associated-british-foods-plc,ASSOCIATED BRITISH FOODS PLC,IID000000002123767
rolls-royce-holdings-plc,ROLLS-ROYCE HOLDINGS PLC,IID000000002181660
national-grid-plc,NATIONAL GRID PLC,IID000000002144259
fidelity-national-financial-inc,"FIDELITY NATIONAL FINANCIAL, INC.",IID000000002150309
national-retail-properties-inc,"NATIONAL RETAIL PROPERTIES, INC.",IID000000002153731
arab-national-bank,Arab National Bank,IID000000002157701
china-national-accord-medicines-corporation-ltd,China National Accord Medicines Corporation Ltd.,IID000000002148546
the-national-commercial-bank-sjsc,The National Commercial Bank SJSC,IID000000002255105
china-national-nuclear-power-co-ltd,"China National Nuclear Power Co., Ltd",IID000000002412224
lincoln-national-corporation,LINCOLN NATIONAL CORPORATION,IID000000002173876
zions-bancorporation-national-association,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",IID000000002226901
national-oilwell-varco-inc,"NATIONAL OILWELL VARCO, INC.",IID000000002176871
galp-energia-sgps-sa,"Galp Energia, SGPS, S.A.",IID000000002167383
wpp-plc,WPP PLC,IID000000002659917
deutsche-bank-aktiengesellschaft,DEUTSCHE BANK AKTIENGESELLSCHAFT,IID000000002140460
deutsche-post-ag,Deutsche Post AG,IID000000002163947
deutsche-boerse-aktiengesellschaft,Deutsche Boerse Aktiengesellschaft,IID000000002163944
deutsche-wohnen-se,Deutsche Wohnen SE,IID000000002816597
deutsche-telekom-ag,Deutsche Telekom AG,IID000000002163952
deutsche-lufthansa-aktiengesellschaft,Deutsche Lufthansa Aktiengesellschaft,IID000000002130215
eiffage-sa,EIFFAGE S.A.,IID000000002142548
skanska-ab,Skanska AB,IID000000002183971
carnival-corporation,Carnival Corporation,IID000000002140917
carnival-plc,CARNIVAL PLC,IID000000002161115
mol-magyar-olaj-es-gazipari-nyilvanosan-mukodo-reszvenytarsasag,MOL Magyar Olaj- es Gazipari Nyilvanosan Mukodo Reszvenytarsasag,IID000000002174446
mitsui-osk-lines-ltd,"Mitsui O.S.K. Lines, Ltd.",IID000000002175863
molson-coors-beverage-company,MOLSON COORS BEVERAGE COMPANY,IID000000002175977
china-molybdenum-co-ltd,"China Molybdenum Co., Ltd.",IID000000002161828
jinduicheng-molybdenum-co-ltd,Jinduicheng Molybdenum Co Ltd,IID000000002196598
fresenius-se-co-kgaa,Fresenius SE & Co. KGaA,IID000000002166989
fresenius-medical-care-ag-co-kgaa,Fresenius Medical Care AG & Co. KGaA,IID000000002132279
norsk-hydro-asa,Norsk Hydro ASA,IID000000002127715
kering-sa,KERING S.A.,IID000000002136356
thales-sa,THALES SA,IID000000002153931
edp-energias-de-portugal-sa,"EDP - Energias de Portugal, S.A.",IID000000002148930
merck-co-inc,"MERCK & CO., INC.",IID000000002135587
merck-kommanditgesellschaft-auf-aktien,MERCK Kommanditgesellschaft auf Aktien,IID000000002175370
evonik-industries-ag,Evonik Industries AG,IID000000002278131
novo-nordisk-a/s,NOVO NORDISK A/S,IID000000002135404
novozymes-a/s,NOVOZYMES A/S,IID000000002152916
novolipetsk-steel-pao,NOVOLIPETSK STEEL PAO,IID000000002177716
neste-oyj,Neste Oyj,IID000000002177044
covestro-ag,Covestro AG,IID000000002744093
allergan-plc,Allergan plc,IID000000002677918
diageo-plc,DIAGEO PLC,IID000000002125284
compagnie-petroliere-imperiale-ltee,COMPAGNIE PETROLIERE IMPERIALE LTEE,IID000000002142955
compagnie-financiere-richemont-sa,COMPAGNIE FINANCIERE RICHEMONT SA,IID000000002162545
compagnie-de-saint-gobain-sa,COMPAGNIE DE SAINT-GOBAIN SA,IID000000002142079
compagnie-generale-des-etablissements-michelin-sca,COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,IID000000002127394
compagnie-des-chemins-de-fer-nationaux-du-canada,Compagnie des chemins de fer nationaux du Canada,IID000000002133452
les-compagnies-loblaw-limitee,LES COMPAGNIES LOBLAW LIMITEE,IID000000002173985
reckitt-benckiser-group-plc,RECKITT BENCKISER GROUP PLC,IID000000002390745
voestalpine-ag,voestalpine AG,IID000000002137304
vivendi-sa,VIVENDI S.A.,IID000000002189030
umicore-sa,UMICORE S.A.,IID000000002187911
kingfisher-plc,KINGFISHER PLC,IID000000002143351
capgemini-se,CAPGEMINI SE,IID000000002124071
leonardo-societa-per-azioni,LEONARDO - SOCIETA PER AZIONI,IID000000002166466
ingersoll-rand-inc,INGERSOLL RAND INC.,IID000000002671695
trane-technologies-plc,Trane Technologies plc,IID000000002170625
rand-merchant-investment-holdings-ltd,Rand Merchant Investment Holdings Ltd,IID000000002613660
randstad-nv,Randstad N.V.,IID000000002144864
brenntag-ag,Brenntag AG,IID000000002922669
johnson-matthey-plc,JOHNSON MATTHEY PLC,IID000000002152061
johnson-controls-international-public-limited-company,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,IID000000002717694
johnson-johnson,JOHNSON & JOHNSON,IID000000002171982
lee-man-paper-manufacturing-limited,LEE & MAN PAPER MANUFACTURING LIMITED,IID000000002140919
manpowergroup-inc,MANPOWERGROUP INC.,IID000000002174789
manulife-financial-corp,MANULIFE FINANCIAL CORP,IID000000002126567
pt-bank-mandiri-persero-tbk,PT Bank Mandiri (Persero) Tbk,IID000000002140810
koito-manufacturing-co-ltd,"KOITO MANUFACTURING CO., LTD.",IID000000002172296
mango-excellent-media-co-ltd,Mango Excellent Media Co Ltd,IID000000002720077
waste-management-inc,"WASTE MANAGEMENT, INC.",IID000000002132027
suzhou-gold-mantis-construction-decoration-co-ltd,"Suzhou Gold Mantis Construction Decoration Co., Ltd.",IID000000002185422
annaly-capital-management-inc,"ANNALY CAPITAL MANAGEMENT, INC.",IID000000002148676
brookfield-asset-management-inc,Brookfield Asset Management Inc.,IID000000002148694
royal-caribbean-cruises-ltd,ROYAL CARIBBEAN CRUISES LTD.,IID000000002140186
royal-dutch-shell-plc,ROYAL DUTCH SHELL PLC,IID000000002137074
the-royal-bank-of-scotland-group-public-limited-company,THE ROYAL BANK OF SCOTLAND GROUP PUBLIC LIMITED COMPANY,IID000000002181756
prairiesky-royalty-ltd,PRAIRIESKY ROYALTY LTD.,IID000000002695140
banque-royale-du-canada,BANQUE ROYALE DU CANADA,IID000000002128874
hithink-royalflush-information-network-co-ltd,"Hithink RoyalFlush Information Network Co., Ltd.",IID000000002573115
atos-se,ATOS SE,IID000000002158274
marks-and-spencer-group-plc,MARKS AND SPENCER GROUP P.L.C.,IID000000002174889
aktiebolaget-volvo,Aktiebolaget Volvo,IID000000002144644
aktiebolaget-skf,Aktiebolaget SKF,IID000000002144268
aktiebolaget-electrolux,Aktiebolaget Electrolux,IID000000002165080
aktiebolaget-industrivarden,Aktiebolaget Industrivarden,IID000000002170530
te-connectivity-ltd,TE Connectivity Ltd.,IID000000002153954
tenaris-sa,TENARIS S.A.,IID000000002153917
temenos-ag,TEMENOS AG,IID000000002186512
teleperformance-se,TELEPERFORMANCE SE,IID000000002186464
teradyne-inc,"TERADYNE, INC.",IID000000002186561
ressources-teck-limitee,Ressources Teck Limitee,IID000000002186348
telia-company-ab,Telia Company AB,IID000000002186484
tele2-ab,Tele2 AB,IID000000002186408
telenor-asa,TELENOR ASA,IID000000002153910
telefonica-sa,Telefonica S.A.,IID000000002186444
essity-aktiebolag-publ-,Essity Aktiebolag (publ),IID000000002795728
coca-cola-hbc-ag,Coca-Cola HBC AG,IID000000002666864
the-coca-cola-company,THE COCA-COLA COMPANY,IID000000002151560
coca-cola-femsa-sab-de-cv,"COCA-COLA FEMSA, S.A.B. DE C.V.",IID000000002150568
coca-cola-amatil-limited,COCA-COLA AMATIL LIMITED,IID000000002162314
coca-cola-european-partners-plc,COCA-COLA EUROPEAN PARTNERS PLC,IID000000002766031
coca-cola-bottlers-japan-holdings-inc,Coca-Cola Bottlers Japan Holdings Inc.,IID000000002160635
solvay-sa,SOLVAY S.A.,IID000000002153255
ica-gruppen-aktiebolag,ICA Gruppen Aktiebolag,IID000000002168831
icade-sa,ICADE S.A.,IID000000002170187
evraz-plc,EVRAZ PLC,IID000000002631628
telenor-asa,TELENOR ASA,IID000000002153910
swisscom-ag,Swisscom AG,IID000000002185484
technipfmc-plc,TECHNIPFMC PLC,IID000000002796844
asml-holding-nv,ASML Holding N.V.,IID000000002155810
essilorluxottica-sa,ESSILORLUXOTTICA SA,IID000000002126164
dsv-panalpina-a/s,DSV Panalpina A/S,IID000000002150860
upm-kymmene-oyj,UPM-Kymmene Oyj,IID000000002187773
liberty-holdings-limited,LIBERTY HOLDINGS LIMITED,IID000000002135533
liberty-broadband-corporation,LIBERTY BROADBAND CORPORATION,IID000000002713014
liberty-media-corporation,LIBERTY MEDIA CORPORATION,IID000000002659259
liberty-global-plc,LIBERTY GLOBAL PLC,IID000000002669433
liberty-property-trust,LIBERTY PROPERTY TRUST,IID000000002151748
linde-public-limited-company,LINDE PUBLIC LIMITED COMPANY,IID000000002820990
prysmian-spa,PRYSMIAN S.P.A.,IID000000002149686
vestas-wind-systems-a/s,VESTAS WIND SYSTEMS A/S,IID000000002188739
stora-enso-oyj,Stora Enso Oyj,IID000000002123961
public-storage,PUBLIC STORAGE,IID000000002180450
extra-space-storage-inc,EXTRA SPACE STORAGE INC.,IID000000002165936
bunzl-public-limited-company,BUNZL PUBLIC LIMITED COMPANY,IID000000002123948
akzo-nobel-nv,Akzo Nobel N.V.,IID000000002156536
kone-oyj,KONE Oyj,IID000000002172927
nxp-semiconductors-nv,NXP Semiconductors N.V.,IID000000002432356
publicis-groupe-sa,PUBLICIS GROUPE SA,IID000000002180452
securitas-ab,Securitas AB,IID000000002150938
sandvik-aktiebolag,Sandvik Aktiebolag,IID000000002182638
iss-a/s,ISS A/S,IID000000002257126
lanxess-aktiengesellschaft,LANXESS Aktiengesellschaft,IID000000002173257
schindler-holding-ag,Schindler Holding AG,IID000000002182869
polskie-gornictwo-naftowe-i-gazownictwo-spolka-akcyjna,POLSKIE GORNICTWO NAFTOWE I GAZOWNICTWO SPOLKA AKCYJNA,IID000000002179851
compagnie-generale-des-etablissements-michelin-sca,COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,IID000000002127394
melrose-industries-plc,MELROSE INDUSTRIES PLC,IID000000002748542
yara-international-asa,YARA INTERNATIONAL ASA,IID000000002129057
siemens-limited,SIEMENS LIMITED,IID000000002183692
siemens-aktiengesellschaft,Siemens Aktiengesellschaft,IID000000002183691
siemens-healthineers-ag,Siemens Healthineers AG,IID000000002832990
siemens-gamesa-renewable-energy-sa,"Siemens Gamesa Renewable Energy, S.A.",IID000000002151494
koninklijke-philips-nv,Koninklijke Philips N.V.,IID000000002144603
koninklijke-vopak-nv,Koninklijke Vopak N.V.,IID000000002172940
koninklijke-kpn-nv,Koninklijke KPN N.V.,IID000000002172937
koninklijke-dsm-nv,Koninklijke DSM N.V.,IID000000002144233
koninklijke-ahold-delhaize-nv,Koninklijke Ahold Delhaize N.V.,IID000000002172935
atlas-copco-aktiebolag,Atlas Copco Aktiebolag,IID000000002158257
pernod-ricard-sa,PERNOD RICARD S.A.,IID000000002136177
aldar-properties-pjsc,ALDAR PROPERTIES PJSC,IID000000002139937
smurfit-kappa-group-public-limited-company,SMURFIT KAPPA GROUP PUBLIC LIMITED COMPANY,IID000000002184086
arkema-sa,ARKEMA SA,IID000000002157858
johnson-matthey-plc,JOHNSON MATTHEY PLC,IID000000002152061
johnson-controls-international-public-limited-company,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,IID000000002717694
johnson-johnson,JOHNSON & JOHNSON,IID000000002171982
sse-plc,SSE PLC,IID000000002135451
wendel-se,WENDEL SE,IID000000002145442
carlsberg-a/s,CARLSBERG A/S,IID000000002161102
carlsberg-brewery-malaysia-berhad,CARLSBERG BREWERY MALAYSIA BERHAD,IID000000002161103
relx-plc,RELX PLC,IID000000002145455
g4s-plc,G4S PLC,IID000000002167172
telia-company-ab,Telia Company AB,IID000000002186484
the-southern-company,THE SOUTHERN COMPANY,IID000000002123700
the-travelers-companies-inc,"The Travelers Companies, Inc.",IID000000002140205
the-blackstone-group-inc,THE BLACKSTONE GROUP INC.,IID000000002199653
the-pacific-securities-co-ltd,"The Pacific Securities Co., Ltd.",IID000000002186756
the-coca-cola-company,THE COCA-COLA COMPANY,IID000000002151560
the-kraft-heinz-company,THE KRAFT HEINZ COMPANY,IID000000002663580
emaar-the-economic-city-sjsc,Emaar The Economic City SJSC,IID000000002144754
the-saudi-british-bank-sjsc,The Saudi British Bank SJSC,IID000000002182782
the-national-commercial-bank-sjsc,The National Commercial Bank SJSC,IID000000002255105
the-shanghai-commercial-savings-bank-ltd,"The Shanghai Commercial & Savings Bank, Ltd.",IID000000002239411
assa-abloy-ab,ASSA ABLOY AB,IID000000002132144
kion-group-ag,KION GROUP AG,IID000000002670343
infineon-technologies-ag,Infineon Technologies AG,IID000000002170550
alstom-sa,ALSTOM S.A.,IID000000002148742
aktiebolaget-volvo,Aktiebolaget Volvo,IID000000002144644
aktiebolaget-skf,Aktiebolaget SKF,IID000000002144268
aktiebolaget-electrolux,Aktiebolaget Electrolux,IID000000002165080
aktiebolaget-industrivarden,Aktiebolaget Industrivarden,IID000000002170530
atlantia-spa,ATLANTIA S.P.A.,IID000000002149764
dufry-ag,Dufry AG,IID000000002164477
compagnie-petroliere-imperiale-ltee,COMPAGNIE PETROLIERE IMPERIALE LTEE,IID000000002142955
compagnie-financiere-richemont-sa,COMPAGNIE FINANCIERE RICHEMONT SA,IID000000002162545
compagnie-de-saint-gobain-sa,COMPAGNIE DE SAINT-GOBAIN SA,IID000000002142079
compagnie-generale-des-etablissements-michelin-sca,COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,IID000000002127394
compagnie-des-chemins-de-fer-nationaux-du-canada,Compagnie des chemins de fer nationaux du Canada,IID000000002133452
les-compagnies-loblaw-limitee,LES COMPAGNIES LOBLAW LIMITEE,IID000000002173985
mondi-plc,MONDI PLC,IID000000002175996
petrobras-distribuidora-sa,Petrobras Distribuidora S.A.,IID000000002179412
beiersdorf-aktiengesellschaft,Beiersdorf Aktiengesellschaft,IID000000002148771
easyjet-plc,EASYJET PLC,IID000000002126002
vonovia-se,Vonovia SE,IID000000002670264
koninklijke-philips-nv,Koninklijke Philips N.V.,IID000000002144603
koninklijke-vopak-nv,Koninklijke Vopak N.V.,IID000000002172940
koninklijke-kpn-nv,Koninklijke KPN N.V.,IID000000002172937
koninklijke-dsm-nv,Koninklijke DSM N.V.,IID000000002144233
koninklijke-ahold-delhaize-nv,Koninklijke Ahold Delhaize N.V.,IID000000002172935
koninklijke-dsm-nv,Koninklijke DSM N.V.,IID000000002144233
dsv-panalpina-a/s,DSV Panalpina A/S,IID000000002150860
daewoo-shipbuilding-marine-engineering-co-ltd,"DAEWOO SHIPBUILDING & MARINE ENGINEERING CO., LTD",IID000000002142417
israel-discount-bank-limited,ISRAEL DISCOUNT BANK LIMITED,IID000000002171481
dassault-systemes-se,DASSAULT SYSTEMES SE,IID000000002163686
discovery-limited,DISCOVERY LIMITED,IID000000002164185
motor-oil-hellas-corinth-refineries-sa,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,IID000000002176161
grupa-lotos-spolka-akcyjna,GRUPA LOTOS SPOLKA AKCYJNA,IID000000002126518
pge-polska-grupa-energetyczna-spolka-akcyjna,PGE POLSKA GRUPA ENERGETYCZNA SPOLKA AKCYJNA,IID000000002408558
seb-sa,SEB SA,IID000000002182041
skandinaviska-enskilda-banken-ab,Skandinaviska Enskilda Banken AB,IID000000002142414
knorr-bremse-aktiengesellschaft,Knorr-Bremse Aktiengesellschaft,IID000000002236453
barry-callebaut-ag,Barry Callebaut AG,IID000000002148722
kerry-group-plc,Kerry Group plc,IID000000002127272
kerry-properties-limited,KERRY PROPERTIES LIMITED,IID000000002172624
koninklijke-philips-nv,Koninklijke Philips N.V.,IID000000002144603
koninklijke-vopak-nv,Koninklijke Vopak N.V.,IID000000002172940
koninklijke-kpn-nv,Koninklijke KPN N.V.,IID000000002172937
koninklijke-dsm-nv,Koninklijke DSM N.V.,IID000000002144233
koninklijke-ahold-delhaize-nv,Koninklijke Ahold Delhaize N.V.,IID000000002172935
sika-ag,Sika AG,IID000000002183735
xpo-logistics-inc,"XPO LOGISTICS, INC.",IID000000002165929
fomento-economico-mexicano-sab-de-cv,"Fomento Economico Mexicano, S.A.B. de C.V.",IID000000002166759
andritz-ag,Andritz AG,IID000000002157430
pge-polska-grupa-energetyczna-spolka-akcyjna,PGE POLSKA GRUPA ENERGETYCZNA SPOLKA AKCYJNA,IID000000002408558
legrand-sa,LEGRAND S.A.,IID000000002173667
hermes-international-sca,HERMES INTERNATIONAL S.C.A.,IID000000002143159
clariant-ag,Clariant AG,IID000000002162171
sgs-sa,SGS SA,IID000000002153816
koninklijke-philips-nv,Koninklijke Philips N.V.,IID000000002144603
koninklijke-vopak-nv,Koninklijke Vopak N.V.,IID000000002172940
koninklijke-kpn-nv,Koninklijke KPN N.V.,IID000000002172937
koninklijke-dsm-nv,Koninklijke DSM N.V.,IID000000002144233
koninklijke-ahold-delhaize-nv,Koninklijke Ahold Delhaize N.V.,IID000000002172935
pirelli-c-spa,PIRELLI & C. S.P.A.,IID000000002152063
proximus-nv,PROXIMUS N.V.,IID000000002123740
ferrovial-sa,"Ferrovial, S.A.",IID000000002598678
nielsen-holdings-plc,NIELSEN HOLDINGS PLC,IID000000002742659
fortum-oyj,Fortum Oyj,IID000000002140445
dassault-systemes-se,DASSAULT SYSTEMES SE,IID000000002163686
dassault-aviation-sa,DASSAULT AVIATION SA,IID000000002132096
zalando-se,Zalando SE,IID000000002709795
jd-sports-fashion-plc,JD SPORTS FASHION PLC,IID000000002146213
jdcom-inc,"JD.COM, INC.",IID000000002695241
barratt-developments-plc,BARRATT DEVELOPMENTS PLC,IID000000002123783
ashtead-group-public-limited-company,ASHTEAD GROUP PUBLIC LIMITED COMPANY,IID000000002158011
united-microelectronics-corp,UNITED MICROELECTRONICS CORP.,IID000000002130641
united-technologies-corporation,UNITED TECHNOLOGIES CORPORATION,IID000000002188149
united-rentals-inc,"UNITED RENTALS, INC.",IID000000002188137
united-spirits-limited,UNITED SPIRITS LIMITED,IID000000002188143
united-internet-ag,United Internet AG,IID000000002188105
united-utilities-group-plc,UNITED UTILITIES GROUP PLC,IID000000002137341
united-airlines-holdings-inc,"UNITED AIRLINES HOLDINGS, INC.",IID000000002187691
